"Date","Close"
2015-01-02,22.1849899291992
2015-01-05,20.8572731018066
2015-01-06,20.8259716033936
2015-01-07,21.29811668396
2015-01-08,22.1197700500488
2015-01-09,21.4233150482178
2015-01-12,21.535472869873
2015-01-13,21.7545967102051
2015-01-14,21.2928905487061
2015-01-15,21.8850135803223
2015-01-16,22.5892925262451
2015-01-19,22.4614810943604
2015-01-20,22.7301502227783
2015-01-21,23.189245223999
2015-01-22,23.5100860595703
2015-01-23,23.9691696166992
2015-01-26,24.3552322387695
2015-01-27,24.2013282775879
2015-01-28,23.7709274291992
2015-01-29,23.4292163848877
2015-01-30,23.737024307251
2015-02-02,24.5195636749268
2015-02-03,25.1873226165771
2015-02-04,24.9108257293701
2015-02-05,25.082986831665
2015-02-06,24.8743095397949
2015-02-09,25.0151672363281
2015-02-10,24.7021503448486
2015-02-11,24.4934864044189
2015-02-12,24.7021503448486
2015-02-13,24.7151908874512
2015-02-16,24.5795516967773
2015-02-17,24.6656379699707
2015-02-18,24.6578102111816
2015-02-19,23.9874286651611
2015-02-20,24.016134262085
2015-02-23,24.1491603851318
2015-02-24,24.6160831451416
2015-02-25,24.7021503448486
2015-02-26,24.6499900817871
2015-02-27,25.1638488769531
2015-03-02,24.6186866760254
2015-03-03,24.5847759246826
2015-03-04,24.7464962005615
2015-03-05,24.7647590637207
2015-03-06,24.5221729278564
2015-03-09,24.3552322387695
2015-03-10,23.5700759887695
2015-03-11,23.7187652587891
2015-03-12,23.7057247161865
2015-03-13,23.2909774780273
2015-03-16,23.2518444061279
2015-03-17,23.5857315063477
2015-03-18,23.9978713989258
2015-03-19,24.2456722259521
2015-03-20,24.8508319854736
2015-03-23,24.811206817627
2015-03-24,24.7768497467041
2015-03-25,24.5760364532471
2015-03-26,24.6209564208984
2015-03-27,24.623592376709
2015-03-30,24.83762550354
2015-03-31,24.4544925689697
2015-04-01,24.5046882629395
2015-04-02,24.2272510528564
2015-04-07,25.1520519256592
2015-04-08,24.8640441894531
2015-04-09,25.3475780487061
2015-04-10,25.6408920288086
2015-04-13,25.7677154541016
2015-04-14,25.7518539428711
2015-04-15,26.2856121063232
2015-04-16,26.0583724975586
2015-04-17,25.8258476257324
2015-04-20,26.0953559875488
2015-04-21,25.7333641052246
2015-04-22,25.5906715393066
2015-04-23,25.5854015350342
2015-04-24,25.3687324523926
2015-04-27,25.9843845367432
2015-04-28,26.2538948059082
2015-04-29,25.5959644317627
2015-04-30,25.6223850250244
2015-05-04,25.4347820281982
2015-05-05,25.1943302154541
2015-05-06,25.2841701507568
2015-05-07,24.7134437561035
2015-05-08,25.3660888671875
2015-05-11,25.1097831726074
2015-05-12,24.8270492553711
2015-05-13,24.8534717559814
2015-05-14,25.0146560668945
2015-05-15,24.5575370788574
2015-05-18,24.6632328033447
2015-05-19,24.9988059997559
2015-05-20,25.0490093231201
2015-05-21,25.2709541320801
2015-05-22,25.2233943939209
2015-05-25,25.1256237030029
2015-05-26,24.7451457977295
2015-05-27,25.0490093231201
2015-05-28,24.7979850769043
2015-05-29,24.2959480285645
2015-06-01,24.3091640472412
2015-06-02,24.3910751342773
2015-06-03,24.5073318481445
2015-06-04,24.0449333190918
2015-06-05,24.0739974975586
2015-06-08,23.6669120788574
2015-06-09,23.6106796264648
2015-06-10,24.1168556213379
2015-06-11,24.3177127838135
2015-06-12,23.8677806854248
2015-06-15,23.5062236785889
2015-06-16,23.5169353485107
2015-06-17,23.7767219543457
2015-06-18,23.7285137176514
2015-06-19,23.6347808837891
2015-06-22,24.3284168243408
2015-06-23,24.6631851196289
2015-06-24,24.912260055542
2015-06-25,24.8774433135986
2015-06-26,24.8640537261963
2015-06-29,23.910623550415
2015-06-30,23.3375015258789
2015-07-01,23.508903503418
2015-07-02,23.5169353485107
2015-07-03,23.452672958374
2015-07-06,22.9786281585693
2015-07-07,22.4992370605469
2015-07-08,22.6277885437012
2015-07-09,23.1955604553223
2015-07-10,23.752628326416
2015-07-13,23.9293766021729
2015-07-14,24.1570167541504
2015-07-15,24.2373580932617
2015-07-16,24.4998245239258
2015-07-17,24.4462585449219
2015-07-20,24.4596557617188
2015-07-21,24.3364562988281
2015-07-22,23.9052772521973
2015-07-23,23.9052772521973
2015-07-24,23.6990528106689
2015-07-27,23.0214805603027
2015-07-28,23.1473503112793
2015-07-29,23.7365493774414
2015-07-30,24.0820369720459
2015-07-31,24.1436309814453
2015-08-03,24.0766754150391
2015-08-04,23.9159908294678
2015-08-05,24.3525295257568
2015-08-06,24.2614612579346
2015-08-07,24.5292854309082
2015-08-10,24.5801734924316
2015-08-11,24.373950958252
2015-08-12,23.8543910980225
2015-08-13,23.7713623046875
2015-08-14,23.5678234100342
2015-08-17,23.827600479126
2015-08-18,23.4339179992676
2015-08-19,23.01344871521
2015-08-20,22.7911567687988
2015-08-21,22.0037803649902
2015-08-24,20.2656517028809
2015-08-25,20.9405479431152
2015-08-26,20.1960201263428
2015-08-27,21.5217094421387
2015-08-28,22.0573444366455
2015-08-31,21.8564834594727
2015-09-01,21.6449012756348
2015-09-02,21.4574356079102
2015-09-03,22.1966094970703
2015-09-04,21.4038753509521
2015-09-07,21.4092330932617
2015-09-08,21.6208019256592
2015-09-09,21.8056011199951
2015-09-10,21.3958358764648
2015-09-11,21.2592468261719
2015-09-14,21.2994232177734
2015-09-15,21.9528961181641
2015-09-16,22.5661888122559
2015-09-17,22.4912052154541
2015-09-18,21.8404064178467
2015-09-21,21.8645133972168
2015-09-22,21.2967414855957
2015-09-23,21.7600650787354
2015-09-24,21.2137203216553
2015-09-25,21.6315155029297
2015-09-28,21.0822296142578
2015-09-29,21.3106498718262
2015-09-30,21.8626499176025
2015-10-01,21.9578170776367
2015-10-02,22.4336910247803
2015-10-05,23.3718223571777
2015-10-06,24.1495304107666
2015-10-07,24.6906547546387
2015-10-08,24.6580200195312
2015-10-09,24.6090717315674
2015-10-12,24.5546970367432
2015-10-13,24.4241714477539
2015-10-14,24.2746086120605
2015-10-15,24.5356578826904
2015-10-16,24.7994289398193
2015-10-19,24.4540824890137
2015-10-20,24.2283802032471
2015-10-21,24.4241714477539
2015-10-22,24.6716156005859
2015-10-23,24.7450408935547
2015-10-26,24.2637348175049
2015-10-27,23.7334842681885
2015-10-28,23.9347038269043
2015-10-29,24.1087398529053
2015-10-30,24.0081253051758
2015-11-02,24.2664546966553
2015-11-03,25.1474876403809
2015-11-04,25.1774044036865
2015-11-05,25.0876636505127
2015-11-06,25.1447677612305
2015-11-09,24.9734554290771
2015-11-10,25.0251216888428
2015-11-11,25.0387153625488
2015-11-12,24.4377593994141
2015-11-13,24.1658420562744
2015-11-16,24.3507480621338
2015-11-17,25.2644138336182
2015-11-18,25.3758945465088
2015-11-19,25.3432712554932
2015-11-20,25.155647277832
2015-11-23,24.8891525268555
2015-11-24,25.0631942749023
2015-11-25,25.2073078155518
2015-11-26,25.5771198272705
2015-11-27,25.3541450500488
2015-11-30,25.5608062744141
2015-12-01,25.4465980529785
2015-12-02,25.3704624176025
2015-12-03,24.1821594238281
2015-12-04,23.632869720459
2015-12-07,23.2984066009521
2015-12-08,23.0754241943359
2015-12-09,23.2902526855469
2015-12-10,23.4289283752441
2015-12-11,22.7328090667725
2015-12-14,22.0693073272705
2015-12-15,22.9965724945068
2015-12-16,22.8823642730713
2015-12-17,22.7871856689453
2015-12-18,22.8470096588135
2015-12-21,22.4744968414307
2015-12-22,22.5241718292236
2015-12-23,23.2415885925293
2015-12-24,23.2360744476318
2015-12-28,22.8359756469727
2015-12-29,23.2553863525391
2015-12-30,22.9380722045898
2016-01-04,22.3641357421875
2016-01-05,22.1599464416504
2016-01-06,21.9474830627441
2016-01-07,21.4149379730225
2016-01-08,20.6119747161865
2016-01-11,20.6119747161865
2016-01-12,20.556791305542
2016-01-13,20.8879108428955
2016-01-14,21.4287357330322
2016-01-15,20.7802925109863
2016-01-18,21.014835357666
2016-01-19,21.3128452301025
2016-01-20,20.1539306640625
2016-01-21,20.7554626464844
2016-01-22,21.6660251617432
2016-01-25,21.2604141235352
2016-01-26,21.8812522888184
2016-01-27,22.1571922302246
2016-01-28,22.1930503845215
2016-01-29,22.5821189880371
2016-02-01,22.0744113922119
2016-02-02,21.0838146209717
2016-02-03,21.202465057373
2016-02-04,21.6522350311279
2016-02-05,21.4701175689697
2016-02-08,21.0645008087158
2016-02-09,20.3112163543701
2016-02-10,20.1539306640625
2016-02-11,19.4944629669189
2016-02-12,20.9706859588623
2016-02-15,21.3155918121338
2016-02-16,21.3983783721924
2016-02-17,21.7129364013672
2016-02-18,21.8260746002197
2016-02-19,21.93092918396
2016-02-22,22.53244972229
2016-02-23,21.9750728607178
2016-02-24,21.5970478057861
2016-02-25,22.0026664733887
2016-02-26,22.535213470459
2016-02-29,22.8332195281982
2016-03-01,22.9297981262207
2016-03-02,23.2940120697021
2016-03-03,23.2885036468506
2016-03-04,23.5506362915039
2016-03-07,23.6251354217529
2016-03-08,23.2002124786377
2016-03-09,23.2360744476318
2016-03-10,22.5186576843262
2016-03-11,23.3712825775146
2016-03-14,23.2222805023193
2016-03-15,22.8994369506836
2016-03-16,23.1091499328613
2016-03-17,23.6499652862549
2016-03-18,23.6692867279053
2016-03-21,23.137451171875
2016-03-22,23.1654396057129
2016-03-23,22.8715343475342
2016-03-24,22.4824619293213
2016-03-29,22.4180755615234
2016-03-30,22.9415225982666
2016-03-31,22.4264869689941
2016-04-01,21.7127056121826
2016-04-04,21.9310340881348
2016-04-05,21.4663848876953
2016-04-06,21.7658920288086
2016-04-07,21.5979499816895
2016-04-08,22.3984870910645
2016-04-11,22.4992542266846
2016-04-12,22.9135284423828
2016-04-13,23.8288345336914
2016-04-14,23.9687900543213
2016-04-15,23.8176364898682
2016-04-18,23.649694442749
2016-04-19,24.0079708099365
2016-04-20,24.2654914855957
2016-04-21,24.4362411499023
2016-04-22,24.5342102050781
2016-04-25,24.4194469451904
2016-04-26,24.483829498291
2016-04-27,25.1724090576172
2016-04-28,25.2591800689697
2016-04-29,24.5929889678955
2016-05-02,24.5929889678955
2016-05-03,23.9184055328369
2016-05-04,23.596508026123
2016-05-05,23.8176364898682
2016-05-06,24.0387668609619
2016-05-09,23.5573215484619
2016-05-10,23.8848075866699
